N,m,alpha_index,alpha,replications,batch,seed,fdr,mcse,ci95_lower,ci95_upper,rejection_probability,rejection_probability_mcse,mean_fixed_point_iterations,maximum_fixed_point_iterations
1000,167000,40,0.041,100000,20000,120580581,0.043603849155691723,0.0003104936211596368,0.042995292840789415,0.04421240547059403,0.94831,0.0007001295872908101,6.22832,97
1000,167000,41,0.042,100000,20000,120588500,0.044492618712670816,0.00031290617070962423,0.04387933388753961,0.04510590353780202,0.94837,0.000699745261505928,6.25353,104
1000,167000,42,0.043,100000,20000,120596419,0.045890403809281805,0.0003204647034845244,0.04526230453213583,0.04651850308642778,0.94879,0.0006970476016743761,6.2858,105
1000,167000,43,0.044,100000,20000,120604338,0.046926778778738854,0.00032082804684061244,0.04629796736170092,0.047555590195776785,0.94976,0.0006907672719519936,6.31871,96
1000,167000,44,0.045,100000,20000,120612257,0.04796450423512924,0.00032256122528863716,0.0473322958507544,0.04859671261950408,0.95249,0.0006727020135245624,6.33958,87
1000,167000,45,0.046,100000,20000,120620176,0.04862893861921777,0.0003215672259553573,0.047998678437736815,0.04925919880069873,0.95163,0.0006784566537369947,6.3675,79
1000,167000,46,0.047,100000,20000,120628095,0.05013997304927349,0.00032884820455021836,0.04949544241197441,0.05078450368657258,0.95322,0.0006677696578911027,6.38991,88
1000,167000,47,0.048,100000,20000,120636014,0.05080951691662851,0.0003247855667560394,0.05017294890308824,0.05144608493016878,0.95515,0.0006545110961626239,6.39611,87
1000,167000,48,0.049,100000,20000,120643933,0.0518608301783784,0.0003257852689017477,0.051222302784637276,0.05249935757211952,0.95539,0.0006528395507320313,6.44345,126
1000,167000,49,0.05,100000,20000,120651852,0.05285559947417639,0.0003297927781216101,0.052209217506696624,0.05350198144165615,0.9558,0.0006499719993968972,6.44935,84
1000,167000,50,0.051,100000,20000,120659771,0.054634354080469454,0.00034019540830399235,0.05396758333248773,0.055301124828451176,0.95665,0.0006439780858072734,6.49783,94
1000,167000,51,0.052,100000,20000,120667690,0.05549015845016169,0.00033961844814323403,0.05482451852331557,0.056155798377007814,0.95735,0.0006389912166845486,6.51955,88
1000,167000,52,0.053,100000,20000,120675609,0.05528429324588318,0.00032424778087290963,0.05464877927330524,0.05591980721846112,0.95992,0.0006202708569649231,6.51511,83
1000,167000,53,0.054,100000,20000,120683528,0.05732935141838156,0.00034125055824957864,0.0566605126145082,0.05799819022225492,0.9588,0.0006285106204353273,6.56571,129
1000,167000,54,0.055,100000,20000,120691447,0.05830490745186236,0.000340755153301405,0.057637039623845185,0.05897277527987954,0.95942,0.0006239652522376544,6.58641,95
1000,167000,55,0.056,100000,20000,120699366,0.05879409049230362,0.0003352824975695867,0.058136948872420595,0.05945123211218665,0.96121,0.0006106171951394753,6.60679,83
1000,167000,56,0.057,100000,20000,120707285,0.06068149913810234,0.00034622201898804804,0.06000291645023102,0.06136008182597366,0.9617,0.0006069028752609432,6.65512,84
1000,167000,57,0.058,100000,20000,120715204,0.06049933517693321,0.0003348423506305652,0.059843056229198575,0.06115561412466785,0.9622,0.0006030850686263087,6.65981,118
1000,167000,58,0.059,100000,20000,120723123,0.06257382459134572,0.0003461437876543592,0.0618953952340709,0.06325225394862055,0.96317,0.0005955967687958022,6.71107,87
1000,167000,59,0.06,100000,20000,120731042,0.06326444930944222,0.00034574217755957816,0.062586807093489,0.06394209152539544,0.96341,0.0005937269734482342,6.7432,92
1000,167000,60,0.061,100000,20000,120738961,0.0643747329183027,0.0003500435846130389,0.06368866009944185,0.06506080573716355,0.96394,0.0005895733745684245,6.74715,79
1000,167000,61,0.062,100000,20000,120746880,0.06542603610635006,0.00035121029279604974,0.06473767658147003,0.06611439563123009,0.96533,0.0005785152642757145,6.77604,93
1000,167000,62,0.063,100000,20000,120754799,0.0664577154697275,0.0003498856374404345,0.0657719522216364,0.06714347871781859,0.96588,0.0005740716470964233,6.80769,86
1000,167000,63,0.064,100000,20000,120762718,0.06688956868581415,0.0003471957968585488,0.0662090774283877,0.0675700599432406,0.96544,0.0005776296945275583,6.82747,91
1000,167000,64,0.065,100000,20000,120770637,0.06879387739098405,0.0003560430735991622,0.06809604578978475,0.06949170899218336,0.96893,0.0005486770917397595,6.85633,83
1000,167000,65,0.066,100000,20000,120778556,0.06949035883507114,0.0003552876957609914,0.06879400774722937,0.07018670992291291,0.96741,0.0005614970338300996,6.88088,93
1000,167000,66,0.067,100000,20000,120786475,0.07011602006854813,0.0003495795236947879,0.06943085679237368,0.07080118334472257,0.96953,0.0005435216564222625,6.88815,89
1000,167000,67,0.068,100000,20000,120794394,0.07206582551451648,0.0003632968780055602,0.07135377671792975,0.07277787431110322,0.96866,0.00055097916839024,6.92783,108
1000,167000,68,0.069,100000,20000,120802313,0.07239737099289843,0.00035426920595270345,0.07170301610839953,0.07309172587739733,0.97008,0.0005387466343282336,6.94882,92
1000,167000,69,0.07,100000,20000,120810232,0.07369156117787033,0.00035951259669753083,0.0729869294363547,0.07439619291938597,0.96981,0.0005410967002301904,6.98224,87
1000,167000,70,0.071,100000,20000,120818151,0.07475463875728117,0.0003612345844501241,0.07404663198178862,0.07546264553277371,0.97115,0.0005293172725313244,7.01354,105
1000,167000,71,0.072,100000,20000,120826070,0.07550144181037614,0.000360147471977751,0.0747955657361766,0.07620731788457569,0.97193,0.0005223224588317071,7.01784,84
1000,167000,72,0.073,100000,20000,120833989,0.07708588202260691,0.00036462605064894695,0.07637122809550989,0.07780053594970393,0.97225,0.0005194221548990768,7.057,123
1000,167000,73,0.074,100000,20000,120841908,0.07735797340131219,0.0003602583960499005,0.07665187991992621,0.07806406688269817,0.97248,0.0005173262954847742,7.07413,96
1000,167000,74,0.075,100000,20000,120849827,0.07915278656011113,0.0003707226477423147,0.07842618352228287,0.07987938959793939,0.97406,0.00050266406674836,7.0818,94
1000,167000,75,0.076,100000,20000,120857746,0.07907841398466195,0.0003593365524690903,0.07837412728349374,0.07978270068583015,0.97323,0.000510424990571582,7.11515,113
1000,167000,76,0.077,100000,20000,120865665,0.07992924304626832,0.0003601700350031041,0.0792233227493517,0.08063516334318493,0.97326,0.0005101467671170717,7.1265,103
1000,167000,77,0.078,100000,20000,120873584,0.08122789748305166,0.00036303411763771357,0.08051636368732247,0.08193943127878085,0.97472,0.0004963962288333783,7.14387,100
1000,167000,78,0.079,100000,20000,120881503,0.08328378782742675,0.00037656096784732704,0.08254574189246244,0.08402183376239106,0.97531,0.0004907178812719177,7.17309,95
1000,167000,79,0.08,100000,20000,120889422,0.08343400641276974,0.00036812302929587013,0.08271249853347006,0.08415551429206942,0.97525,0.0004912986617119982,7.19632,100
1000,167000,80,0.081,100000,20000,120897341,0.08441082878257965,0.0003645270095924456,0.08369636897238637,0.08512528859277292,0.97577,0.00048623972585546706,7.21578,98
1000,167000,81,0.082,100000,20000,120905260,0.08554505824566881,0.0003672779114960553,0.08482520676681946,0.08626490972451817,0.97709,0.0004731292836001592,7.24365,114
1000,167000,82,0.083,100000,20000,120913179,0.08635404483844566,0.0003667333773999288,0.08563526062681306,0.08707282905007827,0.97671,0.00047694418855878754,7.26687,99
1000,167000,83,0.084,100000,20000,120921098,0.08660744987447815,0.00036302357507534983,0.08589593674179148,0.08731896300716481,0.97688,0.00047524168167365144,7.27476,94
1000,167000,84,0.085,100000,20000,120929017,0.08913595703117082,0.00037893584721613075,0.08839325641817602,0.08987865764416561,0.97748,0.00046917853318326474,7.3236,105
1000,167000,85,0.086,100000,20000,120936936,0.08953874753768316,0.00037010158036883503,0.08881336176953888,0.09026413330582744,0.97812,0.000462615019211439,7.33145,101
1000,167000,86,0.087,100000,20000,120944855,0.09074705467581638,0.00037505458086468046,0.09001196120508484,0.09148214814654793,0.9783,0.0004607505832877485,7.36475,116
1000,167000,87,0.088,100000,20000,120952774,0.09205546693751837,0.0003788501838563717,0.09131293422162351,0.09279799965341323,0.97907,0.0004526801862242261,7.38014,97
1000,167000,88,0.089,100000,20000,120960693,0.09221011819564622,0.0003717383861675548,0.09148152434708677,0.09293871204420566,0.98019,0.0004406536497068871,7.38044,103
1000,167000,89,0.09,100000,20000,120968612,0.09349075692721413,0.0003762762792439523,0.09275326897165925,0.09422824488276901,0.9794,0.0004491730178895428,7.41277,80
1000,167000,90,0.091,100000,20000,120976531,0.09400950283126336,0.000369803524070594,0.093284701242729,0.09473430441979772,0.9803,0.0004394531829444412,7.43509,91
1000,167000,91,0.092,100000,20000,120984450,0.09576664837919041,0.0003751783647029591,0.09503131229659398,0.09650198446178684,0.98112,0.0004303898883570571,7.47309,103
1000,167000,92,0.093,100000,20000,120992369,0.09667952847352673,0.0003798632966449408,0.095935010093054,0.09742404685399947,0.9814,0.0004272474692727852,7.47383,84
1000,167000,93,0.094,100000,20000,121000288,0.09714314306641919,0.0003742315912615149,0.09640966262566951,0.09787662350716887,0.98108,0.0004308367858017702,7.51119,102
1000,167000,94,0.095,100000,20000,121008207,0.09818969437756239,0.00037432205784085663,0.09745603662557539,0.09892335212954939,0.9821,0.00041928021656166927,7.50101,101
1000,167000,95,0.096,100000,20000,121016126,0.09975925028952772,0.00038243150020054594,0.09900969832258102,0.1005088022564744,0.98138,0.00042747275468735984,7.55702,103
1000,167000,96,0.097,100000,20000,121024045,0.10069934349125063,0.0003781426823211362,0.09995819745288384,0.10144048952961743,0.98244,0.0004153510129998483,7.57649,105
1000,167000,97,0.098,100000,20000,121031964,0.10142496003298199,0.00038005130838188384,0.10068007315627617,0.1021698469096878,0.98394,0.0003975182561845426,7.58045,100
1000,167000,98,0.099,100000,20000,121039883,0.1022076901924027,0.00037935027586717034,0.1014641773141777,0.10295120307062769,0.9826,0.0004134880893085068,7.61834,105
1000,167000,99,0.1,100000,20000,121047802,0.10358839923144582,0.0003805679950164143,0.10284249966754502,0.10433429879534661,0.98358,0.00040187539860011325,7.64592,108
